"","truedispersions.S1","truedispersions.S2","truemeans.S1","truemeans.S2","n.random.outliers.up.S1","n.random.outliers.up.S2","n.random.outliers.down.S1","n.random.outliers.down.S2","n.single.outliers.up.S1","n.single.outliers.up.S2","n.single.outliers.down.S1","n.single.outliers.down.S2","M.value","A.value","truelog2foldchanges","upregulation","downregulation","differential.expression"
"g1",0.213871359527071,0.213871359527071,503.368421052632,791.716224788072,0,0,0,0,0,0,0,0,0.775119821380482,13.8323087410101,0.65336870561318,1,0,1
"g2",0.331354052862247,0.331354052862247,25.5087719298246,46.2772135833751,0,0,0,0,0,0,0,0,0.451814850262377,10.0205054645872,0.859308555479651,1,0,1
"g3",4.13862401280538,4.13862401280538,25.9512195121951,52.9681794686178,0,0,0,0,0,0,0,0,1.74591174806385,7.24194326015963,1.0293235876531,1,0,1
"g4",0.0964909345501938,0.0964909345501938,16,52.3694306598572,0,0,0,0,0,0,0,0,1.4429962574235,9.86312783000525,1.71065301533883,1,0,1
"g5",0.0544843462612721,0.0544843462612721,604.719298245614,1080.2858006291,0,0,0,0,0,0,0,0,1.16411618673383,14.4582448662628,0.837075517398356,1,0,1
"g6",0.0833560319317225,0.0833560319317225,726.157894736842,1684.64380869689,0,0,0,0,0,0,0,0,0.872188204941706,14.973282344623,1.2140884035938,1,0,1
"g7",0.102725678252119,0.102725678252119,111.035087719298,208.725699536519,0,0,0,0,0,0,0,0,1.12278510966388,11.7573090465143,0.910592596075091,1,0,1
"g8",0.117808378123595,0.117808378123595,4387.31707317073,9950.27035011765,0,0,0,0,0,0,0,0,0.590177154324994,17.4625876297659,1.18139675012132,1,0,1
"g9",0.0850107047783752,0.0850107047783752,74.5614035087719,215.948470616821,0,0,0,0,0,0,0,0,1.3282700480405,11.8531819081941,1.53418617720063,1,0,1
"g10",0.261113831210805,0.261113831210805,14.2631578947368,27.9265773801476,0,0,0,0,0,0,0,0,0.147645329197859,8.96572982985591,0.969345337900407,1,0,1
"g11",0.279041665061589,0.279041665061589,17.9649122807018,32.3175717153047,0,0,0,0,0,0,0,0,1.01803225584896,9.09260800230681,0.847136909682055,1,0,1
"g12",0.888808338503847,0.888808338503847,36.1463414634146,55.433815223551,0,0,0,0,0,0,0,0,0.600518157556129,10.629663368772,0.616916671499217,1,0,1
"g13",0.116033591245845,0.116033591245845,640.853658536585,1603.32149380068,0,0,0,0,0,0,0,0,0.977604435626882,14.7257460179609,1.32299688545062,1,0,1
"g14",0.25657776783104,0.25657776783104,241.634146341463,523.044962863824,0,0,0,0,0,0,0,0,1.28568382149323,12.9181624434665,1.11411062876429,1,0,1
"g15",0.111983763358656,0.111983763358656,588.560975609756,1334.11486627714,0,0,0,0,0,0,0,0,1.1761397977452,14.7102678835844,1.18061909379454,1,0,1
"g16",0.0436939568151926,0.0436939568151926,350.951219512195,597.644250479708,0,0,0,0,0,0,0,0,0.640724803572883,13.7278739710297,0.768016454421082,1,0,1
"g17",1.25363596737986,1.25363596737986,0.824561403508772,1.27329223146667,0,0,0,0,0,0,0,0,-0.544885257004609,3.10107112631769,0.626864730590124,1,0,1
"g18",0.093236246227623,0.093236246227623,17.8780487804878,29.5699582925847,0,0,0,0,0,0,0,0,0.805157698350245,9.33285931945504,0.725942919959271,1,0,1
"g19",0.139529501212363,0.139529501212363,1.94736842105263,4.98415781230769,0,0,0,0,0,0,0,0,1.23937603651798,6.30599280979819,1.35582389663988,1,0,1
"g20",0.343706582613918,0.343706582613918,4.82926829268293,8.59444167617163,0,0,0,0,0,0,0,0,0.17484667725497,7.55101962026207,0.831599304965309,1,0,1
"g21",0.0774819292923504,0.0774819292923504,224.684210526316,430.821629338996,0,0,0,0,0,0,0,0,0.672355503318828,13.039480870883,0.939191937971604,1,0,1
"g22",0.118768373409837,0.118768373409837,8.68421052631579,20.7063163796125,0,0,0,0,0,0,0,0,0.832402940203515,8.53575577639373,1.25360431734206,1,0,1
"g23",0.199379190649795,0.199379190649795,174.853658536585,368.366516123378,0,0,0,0,0,0,0,0,1.30050992342993,12.6780650753765,1.07499394644903,1,0,1
"g24",0.137408259274172,0.137408259274172,43.2439024390244,76.5046264818385,0,0,0,0,0,0,0,0,0.925394646319882,10.2980315361295,0.823050273478501,1,0,1
"g25",0.326783521542385,0.326783521542385,76.219512195122,171.782911706512,0,0,0,0,0,0,0,0,1.54095639195086,11.4184840600429,1.172354249899,1,0,1
"g26",0.526950867343758,0.526950867343758,1.80701754385965,6.19502807814935,0,0,0,0,0,0,0,0,0.628524470071031,5.72825833817749,1.7775003081876,1,0,1
"g27",0.16042051573643,0.16042051573643,526.975609756098,1156.08529789617,0,0,0,0,0,0,0,0,1.19237486479115,14.4124899584189,1.13343975057407,1,0,1
"g28",2.08198076310821,2.08198076310821,0.804878048780488,1.29000198113613,0,0,0,0,0,0,0,0,3.41344413523045,2.33060941371361,0.680531166546199,1,0,1
"g29",0.154780430418497,0.154780430418497,5.10526315789474,8.15263989293262,0,0,0,0,0,0,0,0,0.467363248529111,7.96841892766568,0.67528196296262,1,0,1
"g30",0.0997881380447592,0.0997881380447592,70.2982456140351,360.923908474228,0,0,0,0,0,0,0,0,2.3830248970922,12.0843590620665,2.36013412352448,1,0,1
"g31",0.35819623627301,0.35819623627301,3.21951219512195,6.65515255373789,0,0,0,0,0,0,0,0,0.542286542181765,6.4412124811863,1.04762962217044,1,0,1
"g32",0.0582533247351559,0.0582533247351559,11.9122807017544,28.616186466842,0,0,0,0,0,0,0,0,0.935794395547708,8.99016018114989,1.26438176907478,1,0,1
"g33",0.116371530321132,0.116371530321132,213.829268292683,353.158736542378,0,0,0,0,0,0,0,0,0.0940711504354947,12.636922281447,0.723857448513154,1,0,1
"g34",0.0437152693523315,0.0437152693523315,540.146341463415,1843.39765118816,0,0,0,0,0,0,0,0,1.86899162533988,14.9021773381323,1.77094508389928,1,0,1
"g35",0.245046737224942,0.245046737224942,8.12280701754386,18.1759319874853,0,0,0,0,0,0,0,0,1.37541855127146,7.9749809555422,1.16197906733704,1,0,1
"g36",0.470374563037718,0.470374563037718,20.7543859649123,64.471271472334,0,0,0,0,0,0,0,0,2.99149437320953,8.81427139033456,1.63524018663817,1,0,1
"g37",5.39253305185416,5.39253305185416,2.80487804878049,5.65636393614113,0,0,0,0,0,0,0,0,0.569624086304974,1.36944408915283,1.01193690125641,1,0,1
"g38",0.0404796555918772,0.0404796555918772,717.219512195122,1176.79416527405,0,0,0,0,0,0,0,0,0.766895074758921,14.7498161176844,0.714375355769103,1,0,1
"g39",0.439940989385896,0.439940989385896,3.28070175438596,12.1082692273859,0,0,0,0,0,0,0,0,1.48349638173051,7.49447883095094,1.88391630812574,1,0,1
"g40",0.169449511677415,0.169449511677415,14.5087719298246,28.6151803978801,0,0,0,0,0,0,0,0,1.08187174976783,9.44217983690135,0.979855291938306,1,0,1
"g41",0.201181426925262,0.201181426925262,33.8070175438597,63.2456985089291,0,0,0,0,0,0,0,0,1.28042192597852,10.134974434006,0.903644614763089,1,0,1
"g42",0.0292347462615533,0.0292347462615533,5.39024390243902,12.1915124816736,0,0,0,0,0,0,0,0,0.753776031154835,7.673275400094,1.17745465823388,1,0,1
"g43",0.449520284044859,0.449520284044859,55.5609756097561,93.6629306173824,0,0,0,0,0,0,0,0,0.639136101180725,10.5640656966358,0.753406246994027,1,0,1
"g44",0.239234523856544,0.239234523856544,7.15789473684211,12.4511941238061,0,0,0,0,0,0,0,0,1.33052007603604,8.10718355824006,0.798676876753945,1,0,1
"g45",0.0669532139199591,0.0669532139199591,95.0243902439024,157.167215717796,0,0,0,0,0,0,0,0,0.662554759093794,11.7720268197889,0.725930542438513,1,0,1
"g46",0.04393080221328,0.04393080221328,416.780487804878,670.43087374946,0,0,0,0,0,0,0,0,0.522234627795868,13.7968694182338,0.685800850256308,1,0,1
"g47",0.215234878356095,0.215234878356095,117.19298245614,382.372019264085,0,0,0,0,0,0,0,0,1.56509171183558,12.4878025597224,1.70609077204657,1,0,1
"g48",0.394693646109829,0.394693646109829,8.21951219512195,12.6852231964287,0,0,0,0,0,0,0,0,0.820277438201752,7.90441186082507,0.626024222159654,1,0,1
"g49",0.0916978223455408,0.0916978223455408,6.78947368421053,27.6634108828353,0,0,0,0,0,0,0,0,2.10113156573611,8.5049645498065,2.02660740384184,1,0,1
"g50",0.930978026460993,0.930978026460993,0.824561403508772,3.70513451922097,0,0,0,0,0,0,0,0,3.10309368483653,4.66424259629001,2.16782708469162,1,0,1
"g51",0.911362639572237,0.911362639572237,22.5609756097561,48.4475252587666,0,0,0,0,0,0,0,0,-0.376992537174434,9.41459743958892,1.10259351752148,1,0,1
"g52",0.0701119558865475,0.0701119558865475,140.385964912281,313.034153091018,0,0,0,0,0,0,0,0,1.03872985755253,12.324263720787,1.15692135927587,1,0,1
"g53",0.570360854451769,0.570360854451769,295.146341463415,492.300013877679,0,0,0,0,0,0,0,0,1.96331583904757,13.1718557640816,0.738107321516601,1,0,1
"g54",0.306999320852177,0.306999320852177,1.59649122807018,4.65647083451923,0,0,0,0,0,0,0,0,0.636769084794206,5.87413602831107,1.54433231629363,1,0,1
"g55",0.0597674913666931,0.0597674913666931,409.170731707317,962.183976450056,0,0,0,0,0,0,0,0,1.37041178367466,14.3619038874293,1.23360982226579,1,0,1
"g56",0.269570254479205,0.269570254479205,111.951219512195,461.551451629411,0,0,0,0,0,0,0,0,1.63625527418126,12.3412102207543,2.04362123792388,1,0,1
"g57",0.188642710690155,0.188642710690155,20.6315789473684,46.736447227154,0,0,0,0,0,0,0,0,1.55876977591674,9.63645795085168,1.17969383289837,1,0,1
"g58",0.101993646553505,0.101993646553505,63.0877192982456,196.75604045593,0,0,0,0,0,0,0,0,1.85102533025318,11.5860058244117,1.64097682590896,1,0,1
"g59",0.0888310460210819,0.0888310460210819,417.439024390244,1179.81697445515,0,0,0,0,0,0,0,0,1.81734258568443,14.1979450331282,1.49892568838877,1,0,1
"g60",0.163992573188232,0.163992573188232,103.292682926829,280.997983163835,0,0,0,0,0,0,0,0,0.992987288794888,12.0219660049346,1.44382171585085,1,0,1
"g61",1.62031813419496,1.62031813419496,3.10526315789474,8.26064703075993,0,0,0,0,0,0,0,0,-0.592977213408245,6.14056042815816,1.41153925196253,1,0,1
"g62",0.198215348012817,0.198215348012817,175.463414634146,379.382619271645,0,0,0,0,0,0,0,0,0.631237697340723,12.5354444705996,1.11248333605748,1,0,1
"g63",0.757203710875822,0.757203710875822,1,1.95718564512208,0,0,0,0,0,0,0,0,1.02616514749055,5.11376132711632,0.968780606549474,1,0,1
"g64",0.00880899620622042,0.00880899620622042,1.1219512195122,2.24469893432518,0,0,0,0,0,0,0,0,1.10536471631895,5.43163714729676,1.0005120079673,1,0,1
"g65",0.194160651801261,0.194160651801261,39.0175438596491,63.6664217039943,0,0,0,0,0,0,0,0,1.1217117959043,9.98538491611507,0.706409717858771,1,0,1
"g66",0.34182035388966,0.34182035388966,4.47368421052632,8.58444319525764,0,0,0,0,0,0,0,0,-0.0356823724166171,7.09868165062067,0.940261138383403,1,0,1
"g67",0.7437835044816,0.7437835044816,4.21951219512195,7.39305934689747,0,0,0,0,0,0,0,0,0.830152710339328,6.67677157418742,0.809095271426713,1,0,1
"g68",1.45042125342042,1.45042125342042,0.829268292682927,1.31538289233406,0,0,0,0,0,0,0,0,1.09426449028018,5.03407620009474,0.665571975406736,1,0,1
"g69",0.180834830228402,0.180834830228402,3.78947368421053,6.4550051010753,0,0,0,0,0,0,0,0,1.24695144716435,7.02743744529027,0.768420747625626,1,0,1
"g70",1.92848592372373,1.92848592372373,13.4634146341463,28.290495035125,0,0,0,0,0,0,0,0,2.12415200300345,8.67701023015866,1.07127306437029,1,0,1
"g71",1.08445575433552,1.08445575433552,1.09756097560976,2.34484016548888,0,0,0,0,0,0,0,0,1.90478129814986,3.51614516237308,1.09518849400754,1,0,1
"g72",0.11275305485971,0.11275305485971,83.6140350877193,194.268640117493,0,0,0,0,0,0,0,0,1.96015774192533,11.9744944777163,1.21623599992082,1,0,1
"g73",0.0629148856093558,0.0629148856093558,349.390243902439,845.968508484931,0,0,0,0,0,0,0,0,1.07812046371985,13.9917932817829,1.27576463530778,1,0,1
"g74",0.40871404165224,0.40871404165224,1.01754385964912,1.8981997159608,0,0,0,0,0,0,0,0,0.870938198128642,4.78422280001631,0.899540810167622,1,0,1
"g75",0.191828724292493,0.191828724292493,527.317073170732,1532.95460084295,0,0,0,0,0,0,0,0,1.46406541479936,14.9724410725178,1.53957235820893,1,0,1
