"","x"
"1","g8357"
"2","g776"
"3","g156"
"4","g10491"
"5","g406"
"6","g9938"
"7","g2296"
"8","g1146"
"9","g435"
"10","g492"
"11","g7716"
"12","g547"
"13","g157"
"14","g610"
"15","g918"
"16","g777"
"17","g538"
"18","g12329"
"19","g1123"
"20","g416"
"21","g49"
"22","g110"
"23","g68"
"24","g368"
"25","g249"
"26","g342"
"27","g60"
"28","g574"
"29","g438"
"30","g533"
"31","g9093"
"32","g521"
"33","g1056"
"34","g5958"
"35","g297"
"36","g551"
"37","g846"
"38","g257"
"39","g764"
"40","g546"
"41","g69"
"42","g12196"
"43","g12071"
"44","g758"
"45","g123"
"46","g178"
"47","g219"
"48","g803"
"49","g1241"
"50","g5325"
"51","g126"
"52","g498"
"53","g233"
"54","g205"
"55","g836"
"56","g105"
"57","g562"
"58","g411"
"59","g361"
"60","g12160"
"61","g91"
"62","g174"
"63","g295"
"64","g10477"
"65","g430"
"66","g149"
"67","g401"
"68","g612"
"69","g1097"
"70","g594"
"71","g457"
"72","g914"
"73","g999"
"74","g192"
"75","g184"
"76","g447"
"77","g552"
"78","g556"
"79","g2038"
"80","g1074"
"81","g849"
"82","g854"
"83","g1271"
"84","g685"
"85","g161"
"86","g266"
"87","g367"
"88","g1106"
"89","g927"
"90","g120"
"91","g10302"
"92","g584"
"93","g935"
"94","g5742"
"95","g1162"
"96","g688"
"97","g6376"
"98","g649"
"99","g53"
"100","g801"
"101","g481"
"102","g1115"
"103","g4269"
"104","g658"
"105","g188"
"106","g9477"
"107","g681"
"108","g626"
"109","g839"
"110","g1249"
"111","g1077"
"112","g1157"
"113","g1666"
"114","g543"
"115","g493"
"116","g343"
"117","g52"
"118","g12250"
"119","g429"
"120","g202"
"121","g797"
"122","g818"
"123","g252"
"124","g3305"
"125","g623"
"126","g27"
"127","g6798"
"128","g875"
"129","g204"
"130","g10"
"131","g987"
"132","g572"
"133","g40"
"134","g263"
"135","g30"
"136","g1286"
"137","g817"
"138","g434"
"139","g948"
"140","g458"
"141","g3520"
"142","g359"
"143","g1156"
"144","g98"
"145","g146"
"146","g5871"
"147","g1024"
"148","g779"
"149","g1054"
"150","g4911"
"151","g965"
"152","g1140"
"153","g1122"
"154","g1065"
"155","g418"
"156","g616"
"157","g199"
"158","g17"
"159","g10768"
"160","g9381"
"161","g596"
"162","g112"
"163","g996"
"164","g558"
"165","g9132"
"166","g1158"
"167","g12356"
"168","g1535"
"169","g2047"
"170","g322"
"171","g402"
"172","g360"
"173","g1052"
"174","g8043"
"175","g277"
"176","g1040"
"177","g9054"
"178","g9591"
"179","g1110"
"180","g42"
"181","g102"
"182","g711"
"183","g925"
"184","g21"
"185","g5569"
"186","g8183"
"187","g655"
"188","g8107"
"189","g589"
"190","g5967"
"191","g95"
"192","g5349"
"193","g1183"
"194","g16"
"195","g1133"
"196","g4672"
"197","g214"
"198","g404"
"199","g560"
"200","g197"
"201","g287"
"202","g701"
"203","g1196"
"204","g314"
"205","g1142"
"206","g2457"
"207","g179"
"208","g403"
"209","g1092"
"210","g291"
"211","g6"
"212","g645"
"213","g12856"
"214","g272"
"215","g96"
"216","g855"
"217","g1475"
"218","g225"
"219","g950"
"220","g1182"
"221","g87"
"222","g716"
"223","g1039"
"224","g443"
"225","g370"
"226","g1273"
"227","g947"
"228","g660"
"229","g407"
"230","g392"
"231","g378"
"232","g619"
"233","g455"
"234","g134"
"235","g222"
"236","g363"
"237","g382"
"238","g1172"
"239","g8563"
"240","g8740"
"241","g88"
"242","g684"
"243","g167"
"244","g9795"
"245","g804"
"246","g41"
"247","g448"
"248","g1166"
"249","g478"
"250","g665"
"251","g115"
"252","g452"
"253","g1251"
"254","g8855"
"255","g1257"
"256","g348"
"257","g83"
"258","g677"
"259","g331"
"260","g708"
"261","g9479"
"262","g12432"
"263","g1250"
"264","g2469"
"265","g58"
"266","g524"
"267","g606"
"268","g97"
"269","g588"
"270","g213"
"271","g949"
"272","g1137"
"273","g5022"
"274","g265"
"275","g1017"
"276","g9778"
