"","truedispersions.S1","truedispersions.S2","truemeans.S1","truemeans.S2","n.random.outliers.up.S1","n.random.outliers.up.S2","n.random.outliers.down.S1","n.random.outliers.down.S2","n.single.outliers.up.S1","n.single.outliers.up.S2","n.single.outliers.down.S1","n.single.outliers.down.S2","M.value","A.value","truelog2foldchanges","upregulation","downregulation","differential.expression"
"g1",0.0845242370009086,0.0845242370009086,405.121951219512,1002.58750720573,0,0,0,0,0,0,0,0,1.44738353095181,14.2821969874289,1.30729999899802,1,0,1
"g2",0.296216577240478,0.296216577240478,270,454.886969779618,0,0,0,0,0,0,0,0,0.386201979647785,12.9434405379923,0.752548701999389,1,0,1
"g3",0.0727378083734984,0.0727378083734984,430.894736842105,2036.51597717065,0,0,0,0,0,0,0,0,2.56785806840263,14.7372572828129,2.24069575093658,1,0,1
"g4",0.236853013353472,0.236853013353472,29.1463414634146,99.7038220435243,0,0,0,0,0,0,0,0,2.05532831935581,10.2014252033158,1.77433400655218,1,0,1
"g5",0.349086770658819,0.349086770658819,6.92982456140351,13.5258505980304,0,0,0,0,0,0,0,0,-0.23739649681589,8.00590086302186,0.964828589427796,1,0,1
"g6",0.0987376288259165,0.0987376288259165,175.658536585366,492.314077176225,0,0,0,0,0,0,0,0,1.37984426895039,12.8167390580601,1.48680530263326,1,0,1
"g7",0.0940341585266333,0.0940341585266333,75.1219512195122,119.361420797396,0,0,0,0,0,0,0,0,0.489598562900277,11.3388395552636,0.668030172481801,1,0,1
"g8",0.0737765903291103,0.0737765903291103,1336.91228070175,3580.21251746945,0,0,0,0,0,0,0,0,1.23345584141335,15.7888732607929,1.42114041834227,1,0,1
"g9",0.138143710104357,0.138143710104357,36.5438596491228,118.062807131462,0,0,0,0,0,0,0,0,1.0308091503468,11.2180066579599,1.69185362957936,1,0,1
"g10",0.0541812351633969,0.0541812351633969,669.245614035088,2295.12273912012,0,0,0,0,0,0,0,0,1.93901044315145,14.9658325963528,1.77796362432071,1,0,1
"g11",0.8966756753782,0.8966756753782,1.29824561403509,2.91083943442261,0,0,0,0,0,0,0,0,0.0147510969280891,5.95357048949127,1.16487190931179,1,0,1
"g12",0.100842954748899,0.100842954748899,3.90243902439024,10.8949204187382,0,0,0,0,0,0,0,0,2.07282406530456,7.38953022607673,1.48120766303509,1,0,1
"g13",0.0473271448197326,0.0473271448197326,235.175438596491,572.955060409093,0,0,0,0,0,0,0,0,1.37890060381885,13.3211446322349,1.28468459105434,1,0,1
"g14",0.83510290573584,0.83510290573584,2.34146341463415,8.78740321542725,0,0,0,0,0,0,0,0,1.31354890832979,6.58440389717393,1.90802639830775,1,0,1
"g15",0.503186333005283,0.503186333005283,1.03508771929825,1.95572044069699,0,0,0,0,0,0,0,0,1.70467611460201,5.02458501845364,0.917947124640696,1,0,1
"g16",0.468375395159831,0.468375395159831,25.1707317073171,58.1898744368301,0,0,0,0,0,0,0,0,0.781096304295462,9.78854034509468,1.20902097710118,1,0,1
