"","x"
"1","g12200"
"2","g1331"
"3","g337"
"4","g534"
"5","g575"
"6","g7957"
"7","g292"
"8","g7857"
"9","g295"
"10","g198"
"11","g5198"
"12","g480"
"13","g607"
"14","g10804"
"15","g15"
"16","g786"
"17","g384"
"18","g591"
"19","g245"
"20","g4223"
"21","g626"
"22","g158"
"23","g543"
"24","g697"
"25","g294"
"26","g115"
"27","g654"
"28","g856"
"29","g321"
"30","g160"
"31","g191"
"32","g629"
"33","g425"
"34","g498"
"35","g927"
"36","g796"
"37","g510"
"38","g883"
"39","g49"
"40","g133"
"41","g2524"
"42","g227"
"43","g439"
"44","g233"
"45","g475"
"46","g631"
"47","g1002"
"48","g197"
"49","g454"
"50","g1003"
"51","g429"
"52","g730"
"53","g5725"
"54","g350"
"55","g465"
"56","g144"
"57","g98"
"58","g649"
"59","g96"
"60","g1115"
"61","g1121"
"62","g16"
"63","g272"
"64","g376"
"65","g478"
"66","g259"
"67","g94"
"68","g1016"
"69","g1083"
"70","g572"
"71","g1161"
"72","g717"
"73","g866"
"74","g1246"
"75","g571"
"76","g527"
"77","g1097"
"78","g996"
"79","g3904"
"80","g861"
"81","g470"
"82","g920"
"83","g627"
"84","g1144"
"85","g494"
"86","g1287"
"87","g4522"
"88","g624"
"89","g396"
"90","g479"
"91","g72"
"92","g56"
"93","g503"
"94","g985"
"95","g560"
"96","g334"
"97","g276"
"98","g342"
"99","g103"
"100","g91"
"101","g12094"
"102","g12988"
"103","g5526"
"104","g910"
"105","g489"
"106","g352"
"107","g816"
"108","g116"
"109","g31"
"110","g895"
"111","g441"
"112","g2103"
"113","g6600"
"114","g487"
"115","g1077"
"116","g1001"
"117","g573"
"118","g392"
"119","g589"
"120","g207"
"121","g815"
"122","g212"
"123","g1260"
"124","g843"
"125","g11586"
"126","g147"
"127","g161"
"128","g162"
"129","g619"
"130","g653"
"131","g448"
"132","g549"
"133","g87"
"134","g351"
"135","g738"
"136","g8881"
"137","g6557"
"138","g3289"
"139","g642"
"140","g427"
"141","g414"
"142","g59"
"143","g66"
"144","g877"
"145","g4851"
"146","g243"
"147","g751"
"148","g651"
"149","g10757"
"150","g436"
"151","g11636"
"152","g360"
"153","g970"
"154","g1217"
"155","g50"
"156","g615"
"157","g435"
"158","g30"
"159","g111"
"160","g434"
"161","g968"
"162","g667"
"163","g797"
"164","g747"
"165","g874"
"166","g1171"
"167","g4496"
"168","g296"
"169","g1062"
"170","g561"
"171","g440"
"172","g11251"
"173","g1136"
"174","g71"
"175","g141"
"176","g1031"
"177","g90"
"178","g359"
"179","g940"
"180","g903"
"181","g283"
"182","g3865"
"183","g11011"
"184","g8027"
"185","g5150"
"186","g201"
"187","g2186"
"188","g511"
"189","g10917"
"190","g11396"
"191","g3108"
"192","g675"
"193","g8896"
"194","g21"
"195","g5910"
"196","g10957"
"197","g990"
"198","g335"
"199","g5528"
"200","g938"
"201","g407"
"202","g325"
"203","g911"
"204","g65"
"205","g901"
"206","g314"
"207","g1172"
"208","g1278"
"209","g5357"
"210","g11131"
"211","g199"
"212","g3673"
"213","g192"
"214","g581"
"215","g1114"
"216","g1164"
"217","g195"
"218","g1096"
"219","g237"
"220","g1022"
"221","g1255"
"222","g1130"
"223","g152"
"224","g11968"
"225","g7032"
"226","g4569"
"227","g377"
"228","g1134"
"229","g1244"
"230","g731"
"231","g67"
"232","g723"
"233","g726"
"234","g8277"
"235","g244"
"236","g486"
"237","g10877"
"238","g293"
"239","g3558"
"240","g4558"
"241","g1324"
"242","g12138"
"243","g180"
"244","g73"
"245","g196"
"246","g1047"
"247","g725"
"248","g3548"
"249","g1068"
