"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0000003",0.171568715207063,1.02601368333522,3.80551160374507,0.269612548895004,0.787458345134478,NA
"FBgn0000008",95.1440789963134,0.00215175720349199,0.223883696572144,0.00961104911361249,0.992331610357066,0.996928202137154
"FBgn0000014",1.05657219346166,-0.496735176118498,2.16026588878143,-0.229941683890912,0.818137084970592,NA
"FBgn0000015",0.846723274987709,-1.88276477012506,2.10643312162068,-0.893816542666432,0.371420056652208,NA
"FBgn0000017",4352.5928987935,-0.240025038806392,0.126024438560778,-1.90459121696966,0.0568332291795675,0.282363564717393
"FBgn0000018",418.614930505122,-0.104798921522974,0.148280324557079,-0.706762153616897,0.479714297478684,0.823906978833268
"FBgn0000022",0.0796749105101128,-0.719793320809052,3.81459675932753,-0.188694471846598,0.850332284583495,NA
"FBgn0000024",6.40628919476961,0.210808227855922,0.690347645181711,0.305365317499467,0.760087933687367,NA
"FBgn0000028",0.438900024085017,1.41420783687336,2.77952280829113,0.508795190546689,0.610895790897924,NA
"FBgn0000032",989.730032286706,-0.0919048321209267,0.147697569310062,-0.622250132823722,0.533777405784185,0.849776080402022
"FBgn0000036",0.589596332729872,-0.0654522954564257,2.30476976275188,-0.0283986264112889,0.977344219725778,NA
"FBgn0000037",14.0948138653578,0.463068871657057,0.491402051718568,0.94234216165272,0.34601748885639,0.740906498521156
"FBgn0000038",0,NA,NA,NA,NA,NA
"FBgn0000039",0.438900024085017,1.41420783687336,2.77952280829113,0.508795190546689,0.610895790897924,NA
"FBgn0000042",82207.7246355838,0.314525171681294,0.140541714859185,2.23794886803843,0.0252243897294266,0.164531814826033
"FBgn0000043",31162.0800981548,0.619578960171389,0.123317697581272,5.02425014676467,5.05403284902719e-07,1.72396374600219e-05
"FBgn0000044",27.0142162829088,0.414973618761846,0.41472083018119,1.000609539146,0.31701561650666,0.719314551360232
"FBgn0000045",6.49768786824646,0.152663234946135,0.713899086106643,0.213844278438157,0.830668494331687,NA
"FBgn0000046",23.6865655871929,0.604239520631682,0.461037020003621,1.3106095485064,0.189989711599141,0.569012007786847
"FBgn0000047",9.27446768376142,0.68206834388988,0.658140624717797,1.0363565448985,0.300035835410432,0.702841685984832
"FBgn0000052",2342.87838063352,-0.135495789823617,0.136696838707747,-0.991213777176677,0.321581204613032,0.721368228520095
"FBgn0000053",2100.27876868186,0.296060333145002,0.137257477656031,2.15697052139435,0.0310079613905879,0.189346487640399
"FBgn0000054",654.288209497534,-0.119920567655788,0.118496278335021,-1.01201969665865,0.311528635867766,0.713126908870693
"FBgn0000055",0.087343676946538,0.90026855885989,3.81017301615324,0.236280230594043,0.813215226384258,NA
"FBgn0000056",0,NA,NA,NA,NA,NA
"FBgn0000057",682.648317882294,-0.0235497121520045,0.12158132537033,-0.193695142574514,0.846414595480741,0.963153739988119
"FBgn0000061",1.57835265432906,0.310108220548373,1.48005616307315,0.209524630406235,0.834038709786311,NA
"FBgn0000063",404.771774959063,0.205592879488608,0.129916281550645,1.58250280130179,0.113534833323832,0.43032753731144
"FBgn0000064",7917.16080656924,0.299544392673482,0.103456713569698,2.89535963726201,0.00378724360223969,0.0392338455286259
"FBgn0000071",342.2384071951,2.67958390703943,0.182611887285928,14.673655405816,9.50816951778847e-49,8.79294387739482e-46
"FBgn0000075",2.0524421521127,-0.414315009856115,1.20415817471756,-0.344070254685018,0.730793452058118,NA
