"","truedispersions.S1","truedispersions.S2","truemeans.S1","truemeans.S2","n.random.outliers.up.S1","n.random.outliers.up.S2","n.random.outliers.down.S1","n.random.outliers.down.S2","n.single.outliers.up.S1","n.single.outliers.up.S2","n.single.outliers.down.S1","n.single.outliers.down.S2","M.value","A.value","truelog2foldchanges","upregulation","downregulation","differential.expression"
"g1",0.136263845598768,0.136263845598768,2231.21951219512,8279.13413953311,0,0,0,0,0,0,0,0,1.96874209606767,16.5098048315885,1.89164743756071,1,0,1
"g2",0.177881233575913,0.177881233575913,60.780487804878,393.753702911779,0,0,0,0,0,0,0,0,2.6105603996761,11.7946215958492,2.69561333222705,1,0,1
"g3",0.294905342783206,0.294905342783206,2.39024390243902,6.97998141513237,0,0,0,0,0,0,0,0,1.60749242277212,6.72372120320178,1.54606535562948,1,0,1
"g4",0.147499964511222,0.147499964511222,434.268292682927,701.900696302821,0,0,0,0,0,0,0,0,0.553493289080004,13.8036759359255,0.692680314108938,1,0,1
"g5",0.828011417562411,0.828011417562411,1.58536585365854,4.74416337030817,0,0,0,0,0,0,0,0,0.865805202050595,5.74524082489369,1.58133788306613,1,0,1
"g6",0.0414679215317473,0.0414679215317473,147.175438596491,288.38180773313,0,0,0,0,0,0,0,0,0.78201673134334,12.2139186402705,0.970443229508363,1,0,1
"g7",0.146195763645763,0.146195763645763,58.0877192982456,156.5232937132,0,0,0,0,0,0,0,0,1.94507363321215,11.2228258449622,1.43007228278535,1,0,1
"g8",0.0788697315002298,0.0788697315002298,79.2926829268293,267.800598993096,0,0,0,0,0,0,0,0,1.51589398331244,12.1546991727586,1.75589954126312,1,0,1
"g9",0.266041521145169,0.266041521145169,253.926829268293,561.819951101617,0,0,0,0,0,0,0,0,0.998053880809584,12.8662782956456,1.14569502316439,1,0,1
"g10",0.539004713696889,0.539004713696889,364.024390243902,776.490448747489,0,0,0,0,0,0,0,0,3.7743765347479,12.5458441190284,1.09293306214566,1,0,1
"g11",0.0825014559531744,0.0825014559531744,1986.12280701754,3927.19301105507,0,0,0,0,0,0,0,0,0.941598055767535,16.133733280206,0.983543673234694,1,0,1
"g12",0.602014803624258,0.602014803624258,32.5609756097561,128.140313843614,0,0,0,0,0,0,0,0,3.74106498443835,10.1905460156756,1.97650859691226,1,0,1
"g13",1.55436241990703,1.55436241990703,10.6829268292683,30.838607709139,0,0,0,0,0,0,0,0,0.508415286867987,6.59853714945798,1.52943067232768,1,0,1
"g14",0.264430583077127,0.264430583077127,4.19512195121951,39.2019253758999,0,0,0,0,0,0,0,0,3.68578891873336,8.28446591893404,3.22413985786956,1,0,1
"g15",1.60139727325642,1.60139727325642,63.4385964912281,280.505425090836,0,0,0,0,0,0,0,0,2.13260287875667,10.4976554389699,2.14459591494644,1,0,1
"g16",0.646971603642066,0.646971603642066,14.2926829268293,33.8550147434319,0,0,0,0,0,0,0,0,1.5167213071291,8.50697708740271,1.24409279260973,1,0,1
"g17",0.440592231288183,0.440592231288183,1.46341463414634,2.92515332174556,0,0,0,0,0,0,0,0,0.0575877545324026,5.73893480655733,0.999173654466247,1,0,1
"g18",0.762639457097757,0.762639457097757,3.39024390243902,6.3886508135996,0,0,0,0,0,0,0,0,-0.0592570247217479,6.18915007137615,0.914122219867073,1,0,1
"g19",0.0707559615564107,0.0707559615564107,114.543859649123,347.49277149051,0,0,0,0,0,0,0,0,1.41968091389423,12.4922077810231,1.60108284516678,1,0,1
"g20",0.147357590782928,0.147357590782928,88.4561403508772,148.668052028718,0,0,0,0,0,0,0,0,0.696274164106894,11.360561356659,0.74906045431016,1,0,1
"g21",0.64497375220681,0.64497375220681,159.585365853659,279.576919886736,0,0,0,0,0,0,0,0,1.76748493764838,10.9040761335152,0.808916904825329,1,0,1
"g22",0.942931684124836,0.942931684124836,5.41463414634146,12.1701935247542,0,0,0,0,0,0,0,0,-0.11675418101852,7.24479770286698,1.16841634245458,1,0,1
"g23",0.67881909960382,0.67881909960382,5.73684210526316,9.27227984578984,0,0,0,0,0,0,0,0,0.0714100896267693,7.4242451510453,0.692667297508957,1,0,1
"g24",0.0357056965464505,0.0357056965464505,218.526315789474,369.880413588699,0,0,0,0,0,0,0,0,0.7605012227736,12.9374188232412,0.759251881792744,1,0,1
"g25",0.125983701430416,0.125983701430416,160.585365853659,247.393849277642,0,0,0,0,0,0,0,0,0.640951498828336,12.3095659736989,0.623469206351142,1,0,1
"g26",0.176946480248511,0.176946480248511,15.4146341463415,26.6497574564887,0,0,0,0,0,0,0,0,1.02651729905989,8.89712326886737,0.789821754184718,1,0,1
