"","truedispersions.S1","truedispersions.S2","truemeans.S1","truemeans.S2","n.random.outliers.up.S1","n.random.outliers.up.S2","n.random.outliers.down.S1","n.random.outliers.down.S2","n.single.outliers.up.S1","n.single.outliers.up.S2","n.single.outliers.down.S1","n.single.outliers.down.S2","M.value","A.value","truelog2foldchanges","upregulation","downregulation","differential.expression"
"g1",0.201897062208839,0.201897062208839,595.439024390244,910.056150693916,0,0,0,0,0,0,0,0,0.446020725147266,13.9267132990413,0.612001785453629,1,0,1
"g2",0.128003768300828,0.128003768300828,3558.42105263158,5409.34257765815,0,0,0,0,0,0,0,0,0.877956254619415,16.1366168414224,0.604216038732792,1,0,1
"g3",1.88678371440852,1.88678371440852,19.5609756097561,36.3251119324392,0,0,0,0,0,0,0,0,1.98191814022993,8.52098578258786,0.892988916445496,1,0,1
"g4",0.238269856005608,0.238269856005608,2.6140350877193,6.50117220163082,0,0,0,0,0,0,0,0,1.46905256200866,6.78649932370868,1.3144213621529,1,0,1
"g5",0.0645843942133174,0.0645843942133174,134.243902439024,237.297558267753,0,0,0,0,0,0,0,0,0.774289184961384,11.8406635502593,0.821840695329492,1,0,1
"g6",0.528670405652848,0.528670405652848,38.0243902439024,213.929809881656,0,0,0,0,0,0,0,0,3.70335201676079,10.8428923452532,2.49214050941508,1,0,1
"g7",1.71174314203741,1.71174314203741,4.60975609756098,8.48577442562344,0,0,0,0,0,0,0,0,0.134619327994975,6.15174218357451,0.880355908877199,1,0,1
"g8",1.12154592705017,1.12154592705017,52.7317073170732,109.255132033123,0,0,0,0,0,0,0,0,2.44813448408507,9.67918185700302,1.05095843558166,1,0,1
"g9",3.1190607064818,3.1190607064818,4.87719298245614,11.6202529862827,0,0,0,0,0,0,0,0,2.37776939034135,6.37231511345862,1.25251851454457,1,0,1
"g10",0.175383892763057,0.175383892763057,241,1115.41125646654,0,0,0,0,0,0,0,0,2.52105159275556,13.3872020867909,2.21047068393385,1,0,1
"g11",5.30686782016664,5.30686782016664,0.878048780487805,3.88577770081745,0,0,0,0,0,0,0,0,2.66464681900498,2.13076060345682,2.14583037216343,1,0,1
"g12",0.15390403246674,0.15390403246674,58.8292682926829,166.370985546018,0,0,0,0,0,0,0,0,1.7568177414333,10.8919271685592,1.49979785749404,1,0,1
"g13",0.68752062647738,0.68752062647738,138.210526315789,219.752803082235,0,0,0,0,0,0,0,0,-0.310366259801601,11.6874133899581,0.669014070274523,1,0,1
"g14",0.0996295126711943,0.0996295126711943,876.756097560976,2014.9199611865,0,0,0,0,0,0,0,0,1.23756815525148,14.8694160802566,1.20047506749775,1,0,1
"g15",0.474374411618668,0.474374411618668,31.6341463414634,51.5621741617476,0,0,0,0,0,0,0,0,-0.136898759583831,9.63214841456432,0.70483043266628,1,0,1
"g16",0.414201904615698,0.414201904615698,137.614035087719,219.737120223542,0,0,0,0,0,0,0,0,-0.291538581140859,11.6528117381465,0.675150988778395,1,0,1
"g17",0.201940593165925,0.201940593165925,52.4390243902439,85.4789216312935,0,0,0,0,0,0,0,0,0.272945251630354,10.8030278647782,0.704927862663706,1,0,1
"g18",1.53150681825935,1.53150681825935,41.2456140350877,72.3393964282438,0,0,0,0,0,0,0,0,-1.84840301005972,8.01322781394597,0.810540846157325,1,0,1
"g19",0.149249956701466,0.149249956701466,60.2105263157895,95.884444171616,0,0,0,0,0,0,0,0,0.685245621232152,10.5978805262976,0.671281049915521,1,0,1
"g20",0.12653041436667,0.12653041436667,241.368421052632,667.052706430379,0,0,0,0,0,0,0,0,1.58336888636391,13.2141637789188,1.46656382250101,1,0,1
"g21",0.0433587770715933,0.0433587770715933,261.829268292683,407.834851223462,0,0,0,0,0,0,0,0,0.575446239513646,12.6563947717529,0.639358688699294,1,0,1
"g22",3.86003619101315,3.86003619101315,6.92982456140351,21.9840739890245,0,0,0,0,0,0,0,0,2.47940073698993,2.62103831839297,1.66556803076116,1,0,1
"g23",1.70265882288476e-06,1.70265882288476e-06,1.57894736842105,2.85887394815939,0,0,0,0,0,0,0,0,1.09842802043162,5.56402623183151,0.856483928718944,1,0,1
"g24",0.172157060087226,0.172157060087226,1.78048780487805,4.76962158369462,0,0,0,0,0,0,0,0,1.58521413864727,6.13689878724984,1.42160225473957,1,0,1
"g25",0.0839306082232247,0.0839306082232247,294.824561403509,473.691772255115,0,0,0,0,0,0,0,0,0.245419098576003,13.0426705329219,0.684091895124605,1,0,1
"g26",0.0755907097266788,0.0755907097266788,251.585365853659,500.710003075031,0,0,0,0,0,0,0,0,1.07339627946151,12.9065530276456,0.992927271174814,1,0,1
